consensus_timestamp,id,type,nonce,entity_id,parent_transaction
1706816314556237000,0.0.2@1706816301.815778934,11,1,1313,
1706816315928970000,0.0.2@1706816304.986244520,11,1,1314,
1706816316097447000,0.0.2@1706816304.455704137,11,1,1315,
1706816316379341600,0.0.2@1706816307.979881987,11,1,1316,
1706816316397344000,0.0.2@1706816303.221587210,11,1,1317,
1706816316526610000,0.0.2@1706816303.151051883,11,1,1318,
1706816316526611000,0.0.2@1706816304.392935548,11,1,1319,
1706816317925418000,0.0.2@1706816307.689312439,11,1,1320,
1706816318328887000,0.0.2@1706816305.968785294,11,1,1321,
1706816318328888000,0.0.2@1706816307.412051700,11,1,1322,
1706816318328889000,0.0.2@1706816307.160410064,11,1,1323,
1706816318480078000,0.0.2@1706816307.522377004,11,1,1324,
1706816319757270300,0.0.2@1706816308.903208107,11,1,1325,
1706816319860032000,0.0.2@1706816311.228701238,11,1,1326,
1706816319896652300,0.0.2@1706816308.576745067,11,1,1327,
1706816320076331500,0.0.2@1706816309.997716425,11,1,1328,
1706816320237171000,0.0.2@1706816307.454100636,11,1,1329,
1706816320368356000,0.0.2@1706816308.796209329,11,1,1330,
1706816320565192200,0.0.2@1706816309.918908262,11,1,1331,
1706816320579468000,0.0.2@1706816308.429781679,11,1,1332,
1706816321456614700,0.0.2@1706816308.715959156,11,1,1333,
1706816321719905000,0.0.2@1706816308.522266172,11,1,1334,
1706816321845019000,0.0.2@1706816310.730755319,11,1,1335,
1706816321964137500,0.0.2@1706816313.309132964,11,1,1336,
1706816322047002000,0.0.2@1706816311.900334403,11,1,1337,
1706816322084286500,0.0.2@1706816310.963568421,11,1,1338,
1706816322245535000,0.0.2@1706816311.141422221,11,1,1339,
1706816322356326000,0.0.2@1706816312.786956283,11,1,1340,
1706816322485893000,0.0.2@1706816311.230248396,11,1,1341,
1706816323565751600,0.0.2@1706816312.064295465,11,1,1342,
1706816323764877000,0.0.2@1706816314.548299886,11,1,1343,
1706816323885015000,0.0.2@1706816312.547785778,11,1,1344,
1706816323976720100,0.0.2@1706816313.430677433,11,1,1345,
1706816324026966500,0.0.2@1706816313.176548012,11,1,1346,
1706816324059985200,0.0.2@1706816313.588738535,11,1,1347,
1706816324345488100,0.0.2@1706816312.214821253,11,1,1348,
1706816324388635000,0.0.2@1706816314.992454785,11,1,1349,
1706816325204738800,0.0.2@1706816313.909605069,11,1,1350,
1706816325466893000,0.0.2@1706816314.354284938,11,1,1351,
1706816325637365500,0.0.2@1706816312.752665076,11,1,1352,
1706816325864565000,0.0.2@1706816314.726889372,11,1,1353,
1706816325984775700,0.0.2@1706816313.687534472,11,1,1354,
1706816326009087000,0.0.2@1706816317.066812926,11,1,1355,
1706816326068609000,0.0.2@1706816315.689597439,11,1,1356,
1706816326177374000,0.0.2@1706816314.850711563,11,1,1357,
1706816326306210000,0.0.2@1706816316.358026084,11,1,1358,
1706816327184787000,0.0.2@1706816316.686607306,11,1,1360,
1706816327198125300,0.0.2@1706816318.556946454,11,1,1361,
1706816327268219000,0.0.2@1706816315.874770680,11,1,1362,
1706816327457033000,0.0.2@1706816314.836653976,11,1,1363,
1706816327659565000,0.0.2@1706816316.550645741,11,1,1364,
1706816327917257000,0.0.2@1706816317.401959631,11,1,1365,
1706816328227104000,0.0.2@1706816319.649423293,11,1,1366,
1706816328228802000,0.0.2@1706816318.018137171,11,1,1367,
1706816328836942000,0.0.2@1706816320.177921048,11,1,1368,
1706816329099400400,0.0.2@1706816317.210687588,11,1,1369,
1706816329177209900,0.0.2@1706816319.172445045,11,1,1370,
1706816329284910800,0.0.2@1706816320.503749038,11,1,1371,
1706816329519731000,0.0.2@1706816318.661404022,11,1,1372,
1706816329705162500,0.0.2@1706816317.625391845,11,1,1373,
1706816330045742000,0.0.2@1706816321.491755750,11,1,1374,
1706816330208712700,0.0.2@1706816319.944989014,11,1,1375,
1706816330276235000,0.0.2@1706816317.233920278,11,1,1376,
1706816330485112800,0.0.2@1706816318.117995690,11,1,1377,
1706816330508299000,0.0.2@1706816319.873612753,11,1,1378,
1706816330636697000,0.0.2@1706816320.340922200,11,1,1379,
1706816330636701000,0.0.2@1706816319.370319717,11,1,1380,
1706816331139472400,0.0.2@1706816318.895271133,11,1,1382,
1706816331139473400,0.0.2@1706816322.402657246,11,1,1383,
1706816331144519000,0.0.2@1706816321.970533530,11,1,1384,
1706816331185227500,0.0.2@1706816321.634027921,11,1,1385,
1706816331217199000,0.0.2@1706816322.722843224,11,1,1386,
1706816331859504000,0.0.2@1706816320.185389703,11,1,1387,
1706816331864258300,0.0.2@1706816319.426244530,11,1,1388,
1706816331905452000,0.0.2@1706816323.339376060,11,1,1389,
1706816332237218000,0.0.2@1706816323.098998177,11,1,1390,
1706816332426545000,0.0.2@1706816323.015955718,11,1,1392,
1706816332486143000,0.0.2@1706816322.228256869,11,1,1393,
1706816332704902000,0.0.2@1706816319.533907355,11,1,1394,
1706816332777610500,0.0.2@1706816321.943342304,11,1,1395,
1706816333036735000,0.0.2@1706816320.245629745,11,1,1396,
1706816333060147500,0.0.2@1706816324.633790212,11,1,1397,
1706816333137794600,0.0.2@1706816320.499597964,11,1,1398,
1706816333137798000,0.0.2@1706816321.294567163,11,1,1399,
1706816333544466000,0.0.2@1706816321.442155128,11,1,1400,
1706816333797352000,0.0.2@1706816324.979525057,11,1,1401,
1706816334116485400,0.0.2@1706816325.355538694,11,1,1402,
1706816334116486400,0.0.2@1706816322.314693044,11,1,1403,
1706816334439899000,0.0.2@1706816323.979931425,11,1,1404,
1706816334536246000,0.0.2@1706816323.531040880,11,1,1405,
1706816334624170800,0.0.2@1706816322.050880818,11,1,1406,
1706816335404201000,0.0.2@1706816326.609452768,11,1,1407,
1706816335496468000,0.0.2@1706816325.626156911,11,1,1408,
1706816335496471000,0.0.2@1706816322.437797741,11,1,1409,
1706816336137760800,0.0.2@1706816326.001772336,11,1,1410,
1706816336148609500,0.0.2@1706816326.243065786,11,1,1411,
1706816336360064500,0.0.2@1706816325.577207588,11,1,1412,
1706816336465436400,0.0.2@1706816324.351530054,11,1,1413,
1706816336599407400,0.0.2@1706816324.850440084,11,1,1414,
1706816336784457000,0.0.2@1706816328.309925895,11,1,1415,
1706816336986201000,0.0.2@1706816324.035320426,11,1,1416,
1706816337168310800,0.0.2@1706816326.833147946,11,1,1417,
1706816337337589800,0.0.2@1706816328.123676665,11,1,1418,
1706816337346735600,0.0.2@1706816326.198427698,11,1,1419,
1706816337426006500,0.0.2@1706816326.949693600,11,1,1420,
1706816337526420000,0.0.2@1706816326.861003404,11,1,1421,
1706816337637509000,0.0.2@1706816325.586953984,11,1,1422,
1706816337836557300,0.0.2@1706816329.219222681,11,1,1423,
1706816338177989600,0.0.2@1706816326.299901607,11,1,1424,
1706816338486724900,0.0.2@1706816326.817456731,11,1,1425,
1706816338685147000,0.0.2@1706816325.966788092,11,1,1426,
1706816338908565800,0.0.2@1706816327.358237357,11,1,1427,
1706816339036270300,0.0.2@1706816328.362283360,11,1,1428,
1706816339266380500,0.0.2@1706816326.837625442,11,1,1429,
1706816339438009000,0.0.2@1706816328.768028089,11,1,1430,
1706816339446906000,0.0.2@1706816330.486031061,11,1,1431,
1706816339539341000,0.0.2@1706816330.473396246,11,1,1432,
1706816339659418000,0.0.2@1706816328.944575621,11,1,1433,
1706816340108752100,0.0.2@1706816329.870756068,11,1,1434,
1706816340476986000,0.0.2@1706816330.023489077,11,1,1435,
1706816340526569000,0.0.2@1706816328.951773627,11,1,1436,
1706816340564747000,0.0.2@1706816329.955925377,11,1,1437,
1706816340597116700,0.0.2@1706816330.194832498,11,1,1438,
1706816340646754000,0.0.2@1706816330.763881200,11,1,1439,
1706816340648929000,0.0.2@1706816328.694352080,11,1,1440,
1706816340648930000,0.0.2@1706816327.499097232,11,1,1441,
1706816341104550100,0.0.2@1706816329.495947605,11,1,1442,
1706816341136348000,0.0.2@1706816330.765713973,11,1,1443,
1706816341339488000,0.0.2@1706816328.188755056,11,1,1444,
1706816341376626000,0.0.2@1706816329.802117192,11,1,1445,
1706816341606615000,0.0.2@1706816329.807973627,11,1,1446,
1706816342077383200,0.0.2@1706816333.235207831,11,1,1447,
1706816342146728000,0.0.2@1706816333.503687105,11,1,1448,
1706816342377348000,0.0.2@1706816332.273856118,11,1,1449,
1706816342377349000,0.0.2@1706816333.393277273,11,1,1450,
1706816342585702700,0.0.2@1706816331.441511609,11,1,1451,
1706816342604576300,0.0.2@1706816331.710202010,11,1,1452,
1706816342746909400,0.0.2@1706816332.704430070,11,1,1453,
1706816342964631000,0.0.2@1706816332.914860266,11,1,1454,
1706816342986388000,0.0.2@1706816330.116641636,11,1,1455,
1706816343145082000,0.0.2@1706816333.862531718,11,1,1456,
1706816343228691000,0.0.2@1706816331.090791964,11,1,1457,
1706816343559920400,0.0.2@1706816330.538448147,11,1,1458,
1706816343725282000,0.0.2@1706816333.874503760,11,1,1459,
1706816344057857000,0.0.2@1706816334.705232434,11,1,1460,
1706816344939963400,0.0.2@1706816333.503670832,11,1,1461,
1706816344957871000,0.0.2@1706816332.436998932,11,1,1462,
1706816345026890000,0.0.2@1706816335.816453971,11,1,1463,
1706816345088696000,0.0.2@1706816336.772732149,11,1,1464,
1706816345465622800,0.0.2@1706816336.607166626,11,1,1465,
1706816345996715000,0.0.2@1706816334.940573001,11,1,1466,
1706816346185179400,0.0.2@1706816337.643291398,11,1,1467,
1706816346337724200,0.0.2@1706816333.763624964,11,1,1468,
1706816346528717000,0.0.2@1706816335.523958144,11,1,1469,
1706816346536816000,0.0.2@1706816335.364709519,11,1,1470,
1706816346588314000,0.0.2@1706816333.646931147,11,1,1471,
1706816346697279000,0.0.2@1706816338.214351104,11,1,1472,
1706816346826412800,0.0.2@1706816337.807402583,11,1,1473,
1706816346845798700,0.0.2@1706816334.891555424,11,1,1474,
1706816347284821500,0.0.2@1706816337.102250369,11,1,1475,
1706816347897751000,0.0.2@1706816334.803256449,11,1,1476,
1706816348059497500,0.0.2@1706816339.209823129,11,1,1477,
1706816348148200000,0.0.2@1706816338.721918595,11,1,1478,
1706816348268309200,0.0.2@1706816337.143775288,11,1,1479,
1706816348377595400,0.0.2@1706816339.855755511,11,1,1480,
1706816348604985000,0.0.2@1706816337.173545628,11,1,1481,
1706816348779664600,0.0.2@1706816337.927138605,11,1,1482,
1706816348866180000,0.0.2@1706816337.610215445,11,1,1483,
1706816348977504000,0.0.2@1706816337.087353435,11,1,1484,
1706816349144559600,0.0.2@1706816336.375280639,11,1,1485,
1706816349199958500,0.0.2@1706816336.281600753,11,1,1486,
1706816349744721000,0.0.2@1706816339.339451837,11,1,1487,
1706816349956843000,0.0.2@1706816340.102987828,11,1,1488,
1706816349956844000,0.0.2@1706816337.513180496,11,1,1489,
1706816350165374500,0.0.2@1706816338.262978729,11,1,1490,
1706816350237346800,0.0.2@1706816338.778720747,11,1,1491,
1706816350368757000,0.0.2@1706816337.787175609,11,1,1492,
1706816350426511000,0.0.2@1706816340.362116241,11,1,1493,
1706816350465095000,0.0.2@1706816338.160987255,11,1,1494,
1706816350546716700,0.0.2@1706816338.982502924,11,1,1495,
1706816350837452000,0.0.2@1706816341.533627040,11,1,1496,
1706816350906348000,0.0.2@1706816340.865034306,11,1,1497,
1706816350908870400,0.0.2@1706816339.193698878,11,1,1498,
1706816351206158000,0.0.2@1706816342.695603569,11,1,1499,
1706816351484671200,0.0.2@1706816341.758576442,11,1,1500,
1706816351498093000,0.0.2@1706816339.615984464,11,1,1501,
1706816351839306000,0.0.2@1706816339.106712126,11,1,1502,
1706816351964500200,0.0.2@1706816339.241905272,11,1,1503,
1706816352565885000,0.0.2@1706816341.568909845,11,1,1504,
1706816352624363000,0.0.2@1706816343.062877824,11,1,1505,
1706816352648399000,0.0.2@1706816343.901437373,11,1,1506,
1706816352799995000,0.0.2@1706816340.424754028,11,1,1507,
1706816352804963000,0.0.2@1706816343.266167868,11,1,1508,
1706816353076453000,0.0.2@1706816341.130423451,11,1,1509,
1706816353237786000,0.0.2@1706816344.064007374,11,1,1510,
1706816353417634000,0.0.2@1706816343.872005155,11,1,1511,
1706816353666226400,0.0.2@1706816345.041805585,11,1,1512,
1706816354017270000,0.0.2@1706816341.239305345,11,1,1513,
1706816354124333800,0.0.2@1706816340.878101237,11,1,1514,
1706816354244385000,0.0.2@1706816344.105108864,11,1,1515,
1706816354305665000,0.0.2@1706816343.252443049,11,1,1516,
1706816354419972400,0.0.2@1706816345.975379769,11,1,1517,
1706816354506357000,0.0.2@1706816342.333259821,11,1,1518,
1706816354738086400,0.0.2@1706816342.408940487,11,1,1519,
1706816355084880100,0.0.2@1706816343.149298987,11,1,1520,
1706816355097622000,0.0.2@1706816342.462206308,11,1,1521,
1706816355217837000,0.0.2@1706816345.411149998,11,1,1522,
1706816355356838000,0.0.2@1706816344.338747701,11,1,1523,
1706816355536703000,0.0.2@1706816345.601359221,11,1,1524,
1706816355956795000,0.0.2@1706816342.687573995,11,1,1525,
1706816355984466000,0.0.2@1706816347.052947263,11,1,1526,
1706816356057854000,0.0.2@1706816343.002371116,11,1,1527,
1706816356117422000,0.0.2@1706816346.018767383,11,1,1528,
1706816356219510000,0.0.2@1706816343.773341363,11,1,1529,
1706816356597210000,0.0.2@1706816346.793823540,11,1,1530,
1706816356606501000,0.0.2@1706816344.870155849,11,1,1531,
1706816356657893600,0.0.2@1706816346.799894644,11,1,1532,
1706816356796227000,0.0.2@1706816346.558545613,11,1,1533,
1706816357096211500,0.0.2@1706816348.303293189,11,1,1534,
1706816357364827100,0.0.2@1706816344.594576844,11,1,1535,
1706816357659527400,0.0.2@1706816347.604262116,11,1,1536,
1706816357677591000,0.0.2@1706816348.911346085,11,1,1537,
1706816357899840000,0.0.2@1706816345.427263983,11,1,1538,
1706816358049065000,0.0.2@1706816346.222666723,11,1,1539,
1706816358084835300,0.0.2@1706816348.279359137,11,1,1540,
1706816358177036000,0.0.2@1706816347.412501697,11,1,1541,
1706816358324919000,0.0.2@1706816347.824787474,11,1,1542,
1706816358379519500,0.0.2@1706816349.497224776,11,1,1543,
1706816358646229800,0.0.2@1706816345.884936218,11,1,1544,
1706816358937436200,0.0.2@1706816347.527592846,11,1,1545,
1706816359044558600,0.0.2@1706816348.120218153,11,1,1546,
1706816359316422700,0.0.2@1706816349.751980396,11,1,1547,
1706816359486712000,0.0.2@1706816346.177836523,11,1,1548,
1706816359488202500,0.0.2@1706816346.820221797,11,1,1549,
1706816359819456300,0.0.2@1706816347.891548490,11,1,1550,
1706816359968900600,0.0.2@1706816347.139508705,11,1,1551,
1706816360179169000,0.0.2@1706816350.722047686,11,1,1552,
1706816360239717400,0.0.2@1706816349.337300734,11,1,1553,
1706816360396700000,0.0.2@1706816347.549815687,11,1,1554,
1706816360448301300,0.0.2@1706816351.628249923,11,1,1555,
1706816360497131500,0.0.2@1706816348.692931692,11,1,1556,
1706816360497132500,0.0.2@1706816349.581593229,11,1,1557,
1706816360996392700,0.0.2@1706816352.599766211,11,1,1559,
1706816361108672500,0.0.2@1706816352.681138401,11,1,1560,
1706816361108674000,0.0.2@1706816348.219020150,11,1,1561,
1706816361320060000,0.0.2@1706816349.473316706,11,1,1562,
1706816361656177000,0.0.2@1706816352.250846500,11,1,1563,
1706816361706875000,0.0.2@1706816349.056982522,11,1,1564,
1706816362159363000,0.0.2@1706816351.315002956,11,1,1565,
1706816362177819100,0.0.2@1706816353.551330966,11,1,1566,
1706816362399803000,0.0.2@1706816354.029931999,11,1,1567,
1706816362520062000,0.0.2@1706816350.995670054,11,1,1568,
1706816362524480800,0.0.2@1706816352.976725892,11,1,1569,
1706816362669160000,0.0.2@1706816350.190915851,11,1,1570,
1706816363004488000,0.0.2@1706816350.064168270,11,1,1571,
1706816363004489000,0.0.2@1706816350.297349708,11,1,1572,
1706816363156795600,0.0.2@1706816350.608122450,11,1,1573,
1706816363185198000,0.0.2@1706816351.362551746,11,1,1574,
1706816363396309000,0.0.2@1706816353.477665292,11,1,1575,
1706816363636797200,0.0.2@1706816353.373073681,11,1,1576,
1706816363904296200,0.0.2@1706816354.081862628,11,1,1577,
1706816363964875000,0.0.2@1706816355.116192667,11,1,1578,
1706816364385193000,0.0.2@1706816352.519045053,11,1,1579,
1706816364505396000,0.0.2@1706816351.418490655,11,1,1580,
1706816364526193000,0.0.2@1706816353.489305551,11,1,1581,
1706816364526195000,0.0.2@1706816354.255128367,11,1,1582,
1706816364697490000,0.0.2@1706816352.996006309,11,1,1583,
1706816364864814000,0.0.2@1706816352.807346132,11,1,1584,
1706816364979829000,0.0.2@1706816353.690576416,11,1,1585,
1706816365164424000,0.0.2@1706816352.641860170,11,1,1586,
1706816365237374200,0.0.2@1706816352.419045108,11,1,1587,
1706816365426297000,0.0.2@1706816356.223192284,11,1,1588,
1706816365616640000,0.0.2@1706816354.184662814,11,1,1589,
1706816365906778000,0.0.2@1706816355.481815138,11,1,1590,
1706816366245961700,0.0.2@1706816357.562420015,11,1,1591,
1706816366317251000,0.0.2@1706816357.547109888,11,1,1592,
1706816366386293000,0.0.2@1706816353.176782700,11,1,1593,
1706816366386297000,0.0.2@1706816356.007233078,11,1,1594,
1706816366686916000,0.0.2@1706816353.594833599,11,1,1595,
1706816366797659000,0.0.2@1706816355.954945406,11,1,1596,
1706816366844554500,0.0.2@1706816353.838865281,11,1,1597,
1706816366965716000,0.0.2@1706816354.509851578,11,1,1598,
1706816367097265400,0.0.2@1706816357.076684794,11,1,1599,
1706816367205524000,0.0.2@1706816356.771286992,11,1,1600,
1706816367348890000,0.0.2@1706816357.511245146,11,1,1601,
1706816367646473000,0.0.2@1706816359.334823886,11,1,1602,
1706816368040199000,0.0.2@1706816357.425180250,11,1,1604,
1706816368136304000,0.0.2@1706816355.940330753,11,1,1605,
1706816368237802200,0.0.2@1706816359.571894001,11,1,1606,
1706816368657784000,0.0.2@1706816355.585860037,11,1,1607,
1706816368717438700,0.0.2@1706816360.165220016,11,1,1608,
1706816368856513300,0.0.2@1706816355.785521232,11,1,1609,
1706816369149068300,0.0.2@1706816358.665495588,11,1,1610,
1706816369387128000,0.0.2@1706816358.693121005,11,1,1611,
1706816369784404000,0.0.2@1706816358.147313487,11,1,1612,
1706816369928760800,0.0.2@1706816359.165396340,11,1,1613,
1706816369996816400,0.0.2@1706816361.494563074,11,1,1614,
1706816370517616600,0.0.2@1706816359.316746368,11,1,1615,
1706816370536913700,0.0.2@1706816359.344015205,11,1,1616,
1706816370596506000,0.0.2@1706816358.213655375,11,1,1617,
1706816370596509000,0.0.2@1706816361.475792687,11,1,1618,
1706816370739479000,0.0.2@1706816358.347001604,11,1,1619,
1706816370739480000,0.0.2@1706816361.071487229,11,1,1620,
1706816370805084400,0.0.2@1706816360.110757996,11,1,1621,
1706816370864612000,0.0.2@1706816361.325313085,11,1,1622,
1706816370864613000,0.0.2@1706816358.695214467,11,1,1623,
1706816371436361000,0.0.2@1706816362.184641454,11,1,1624,
1706816371519414000,0.0.2@1706816362.724828699,11,1,1625,
1706816371797176300,0.0.2@1706816360.320322736,11,1,1626,
1706816371999782000,0.0.2@1706816363.318877998,11,1,1627,
1706816372216577000,0.0.2@1706816363.483654612,11,1,1628,
1706816372326776000,0.0.2@1706816361.168717217,11,1,1629,
1706816372396470000,0.0.2@1706816359.760433714,11,1,1630,
1706816372479383000,0.0.2@1706816362.236757176,11,1,1631,
1706816372659144000,0.0.2@1706816362.819401377,11,1,1632,
1706816372678173000,0.0.2@1706816362.124229792,11,1,1633,
1706816372748998000,0.0.2@1706816361.811421812,11,1,1634,
1706816372779350000,0.0.2@1706816361.209854218,11,1,1635,
1706816373176247000,0.0.2@1706816364.681531508,11,1,1636,
1706816373199317800,0.0.2@1706816364.480806901,11,1,1637,
1706816373684925000,0.0.2@1706816363.903063992,11,1,1638,
1706816373886366500,0.0.2@1706816362.461175573,11,1,1639,
1706816373896690700,0.0.2@1706816361.701566124,11,1,1640,
1706816374237751000,0.0.2@1706816365.475233888,11,1,1641,
1706816374237752000,0.0.2@1706816362.941462639,11,1,1642,
1706816374246475000,0.0.2@1706816361.044932101,11,1,1643,
1706816374525337000,0.0.2@1706816366.174680519,11,1,1644,
1706816374525340000,0.0.2@1706816365.765142123,11,1,1645,
1706816374525342000,0.0.2@1706816363.517604259,11,1,1646,
1706816374556874200,0.0.2@1706816362.595242064,11,1,1647,
1706816374837437000,0.0.2@1706816365.184835053,11,1,1648,
1706816374879566000,0.0.2@1706816361.590213252,11,1,1649,
1706816375509092000,0.0.2@1706816362.348733666,11,1,1650,
1706816375696853000,0.0.2@1706816366.874232893,11,1,1651,
1706816375816225000,0.0.2@1706816365.964324512,11,1,1652,
1706816376084128300,0.0.2@1706816365.818362666,11,1,1653,
1706816376200101400,0.0.2@1706816366.844297646,11,1,1654,
1706816376227093000,0.0.2@1706816364.668996157,11,1,1655,
1706816376227097000,0.0.2@1706816364.814579097,11,1,1656,
1706816376337344000,0.0.2@1706816366.146053018,11,1,1657,
1706816376397981000,0.0.2@1706816365.557269035,11,1,1658,
1706816376408546000,0.0.2@1706816366.984484264,11,1,1659,
1706816376828472600,0.0.2@1706816367.629446205,11,1,1660,
1706816377136530200,0.0.2@1706816365.746700728,11,1,1661,
1706816377466104300,0.0.2@1706816368.705696588,11,1,1662,
1706816377786796500,0.0.2@1706816367.409050314,11,1,1663,
1706816377898054000,0.0.2@1706816369.561519990,11,1,1664,
1706816377906784800,0.0.2@1706816364.872054303,11,1,1665,
1706816378036848000,0.0.2@1706816369.018104198,11,1,1666,
1706816378156883200,0.0.2@1706816366.047360839,11,1,1667,
1706816378184382700,0.0.2@1706816365.891952508,11,1,1668,
1706816378239881200,0.0.2@1706816365.298619730,11,1,1669,
1706816378448866800,0.0.2@1706816367.839261465,11,1,1670,
1706816378678101000,0.0.2@1706816369.013633368,11,1,1671,
1706816378904442000,0.0.2@1706816366.700553703,11,1,1672,
1706816379356745000,0.0.2@1706816366.452167311,11,1,1673,
1706816379745628400,0.0.2@1706816368.664790522,11,1,1674,
1706816379888522000,0.0.2@1706816370.971852585,11,1,1675,
1706816379888523000,0.0.2@1706816367.078704457,11,1,1676,
1706816379888525000,0.0.2@1706816368.553444719,11,1,1677,
1706816380076892400,0.0.2@1706816368.766052730,11,1,1678,
1706816380105931800,0.0.2@1706816370.128476192,11,1,1679,
1706816380224258000,0.0.2@1706816368.575761398,11,1,1680,
1706816380224259000,0.0.2@1706816368.953304555,11,1,1681,
1706816380465184000,0.0.2@1706816370.166502917,11,1,1682,
1706816380584898300,0.0.2@1706816367.638303262,11,1,1683,
1706816380584899300,0.0.2@1706816372.246676569,11,1,1684,
1706816380584901000,0.0.2@1706816367.447967091,11,1,1685,
1706816380726479600,0.0.2@1706816367.782681312,11,1,1686,
1706816381479302700,0.0.2@1706816370.634501893,11,1,1687,
1706816381628298800,0.0.2@1706816370.096756007,11,1,1688,
1706816381696433400,0.0.2@1706816370.379686485,11,1,1689,
1706816381737443000,0.0.2@1706816369.360798610,11,1,1690,
1706816381906110000,0.0.2@1706816372.561561314,11,1,1691,
1706816381936427000,0.0.2@1706816369.055563713,11,1,1692,
1706816382056855600,0.0.2@1706816368.876612600,11,1,1693,
1706816382106573300,0.0.2@1706816370.021619877,11,1,1694,
1706816382265344500,0.0.2@1706816371.684369808,11,1,1695,
1706816382457773600,0.0.2@1706816372.675201960,11,1,1696,
1706816382504930000,0.0.2@1706816370.389860591,11,1,1697,
1706816382517317400,0.0.2@1706816371.552318325,11,1,1698,
1706816382536258600,0.0.2@1706816373.817775297,11,1,1699,
1706816383165659000,0.0.2@1706816371.125094126,11,1,1700,
1706816383496971000,0.0.2@1706816373.354929678,11,1,1701,
1706816383597319000,0.0.2@1706816370.791619355,11,1,1702,
1706816383608392000,0.0.2@1706816372.515804574,11,1,1703,
1706816383608393000,0.0.2@1706816373.875954762,11,1,1704,
1706816383856184000,0.0.2@1706816371.957549743,11,1,1705,
1706816383976533500,0.0.2@1706816371.682027535,11,1,1707,
1706816384119375000,0.0.2@1706816372.129019741,11,1,1708,
1706816384149085000,0.0.2@1706816374.926691531,11,1,1709,
1706816384397009000,0.0.2@1706816375.440315616,11,1,1710,
1706816384568625000,0.0.2@1706816373.592311436,11,1,1711,
1706816384618058000,0.0.2@1706816372.972178124,11,1,1712,
1706816384797641000,0.0.2@1706816374.361583055,11,1,1713,
1706816385204135000,0.0.2@1706816373.337165001,11,1,1714,
1706816385384826600,0.0.2@1706816373.668693702,11,1,1715,
1706816385384830000,0.0.2@1706816372.813872957,11,1,1716,
1706816385657002000,0.0.2@1706816372.896306531,11,1,1717,
1706816385804696600,0.0.2@1706816375.654632301,11,1,1718,
1706816385859921000,0.0.2@1706816373.767010746,11,1,1719,
1706816385888105500,0.0.2@1706816375.419889623,11,1,1720,
1706816385997530000,0.0.2@1706816374.778878880,11,1,1721,
1706816386137044000,0.0.2@1706816374.890853623,11,1,1722,
